,bukken_num,title,address,line1,station1,time1,line2,station2,time2,line3,station3,time3,price,rent,fee,deposit,key,room_type,room_size,url
0,0,コンフォール・A,東京都足立区新田１,東京メトロ南北線,王子神谷駅,10,東京メトロ南北線,志茂駅,25.0,ＪＲ京浜東北線,東十条駅,25.0,74000.0,72000.0,2000.0,0.0,0.0,1K,25.74,https://suumo.jp/chintai/jnc_000069818610/?bc=100251341381
1,0,コンフォール・A,東京都足立区新田１,東京メトロ南北線,王子神谷駅,10,東京メトロ南北線,志茂駅,25.0,ＪＲ京浜東北線,東十条駅,25.0,75000.0,73000.0,2000.0,0.0,0.0,1K,25.74,https://suumo.jp/chintai/jnc_000030705618/?bc=100251249919
2,0,コンフォール・A,東京都足立区新田１,東京メトロ南北線,王子神谷駅,10,東京メトロ南北線,志茂駅,25.0,ＪＲ京浜東北線,東十条駅,25.0,76000.0,74000.0,2000.0,0.0,0.0,1K,25.74,https://suumo.jp/chintai/jnc_000068426182/?bc=100251251127
3,1,シャロン　グレース,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,西武新宿線,東伏見駅,13.0,西武新宿線,田無駅,22.0,74500.0,71000.0,3500.0,0.0,71000.0,1K,30.96,https://suumo.jp/chintai/jnc_000013651800/?bc=100258487432
4,1,シャロン　グレース,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,西武新宿線,東伏見駅,13.0,西武新宿線,田無駅,22.0,75000.0,71500.0,3500.0,0.0,71500.0,1K,30.96,https://suumo.jp/chintai/jnc_000068884081/?bc=100253733068
5,1,シャロン　グレース,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,西武新宿線,東伏見駅,13.0,西武新宿線,田無駅,22.0,77000.0,73500.0,3500.0,0.0,73500.0,1K,30.96,https://suumo.jp/chintai/jnc_000067243421/?bc=100244297896
6,1,シャロン　グレース,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,西武新宿線,東伏見駅,13.0,西武新宿線,田無駅,22.0,78000.0,74500.0,3500.0,0.0,74500.0,1K,30.96,https://suumo.jp/chintai/jnc_000068791198/?bc=100253234616
7,2,レオパレスキャピタル平松,東京都西東京市保谷町６,西武新宿線,西武柳沢駅,9,,,,,,,64000.0,59000.0,5000.0,0.0,0.0,1K,20.28,https://suumo.jp/chintai/jnc_000065457049/?bc=100240156426
8,2,レオパレスキャピタル平松,東京都西東京市保谷町６,西武新宿線,西武柳沢駅,9,,,,,,,64000.0,59000.0,5000.0,0.0,0.0,1K,20.28,https://suumo.jp/chintai/jnc_000065445673/?bc=100249246375
9,2,レオパレスキャピタル平松,東京都西東京市保谷町６,西武新宿線,西武柳沢駅,9,,,,,,,64000.0,59000.0,5000.0,0.0,0.0,1K,19.87,https://suumo.jp/chintai/jnc_000060796965/?bc=100254188585
10,2,レオパレスキャピタル平松,東京都西東京市保谷町６,西武新宿線,西武柳沢駅,9,,,,,,,64000.0,59000.0,5000.0,0.0,0.0,1K,19.87,https://suumo.jp/chintai/jnc_000065643325/?bc=100240154818
11,3,ＪＲ京浜東北線 蒲田駅 3階建 築13年,東京都大田区矢口３,ＪＲ京浜東北線,蒲田駅,27,東急多摩川線,武蔵新田駅,11.0,東急多摩川線,矢口渡駅,10.0,74000.0,69000.0,5000.0,0.0,0.0,1K,19.87,https://suumo.jp/chintai/jnc_000068267905/?bc=100223576945
12,4,アンプルール フェール 南船堀,東京都江戸川区北葛西１,都営新宿線,船堀駅,10,東京メトロ東西線,西葛西駅,11.0,ＪＲ総武線,新小岩駅,29.0,71000.0,68000.0,3000.0,68000.0,68000.0,1K,25.53,https://suumo.jp/chintai/jnc_000041461868/?bc=100247005886
13,4,アンプルール フェール 南船堀,東京都江戸川区北葛西１,都営新宿線,船堀駅,10,東京メトロ東西線,西葛西駅,11.0,ＪＲ総武線,新小岩駅,29.0,72000.0,69000.0,3000.0,69000.0,69000.0,1K,25.53,https://suumo.jp/chintai/jnc_000067659231/?bc=100247276967
14,5,西武新宿線 西武柳沢駅 4階建 築13年,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,,,,,,,75000.0,71500.0,3500.0,0.0,71500.0,1K,30.96,https://suumo.jp/chintai/jnc_000068878432/?bc=100253887798
15,5,西武新宿線 西武柳沢駅 4階建 築13年,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,,,,,,,77000.0,73500.0,3500.0,0.0,73500.0,1K,30.96,https://suumo.jp/chintai/jnc_000067246616/?bc=100246835087
16,5,西武新宿線 西武柳沢駅 4階建 築13年,東京都西東京市保谷町２,西武新宿線,西武柳沢駅,5,,,,,,,78000.0,74500.0,3500.0,0.0,74500.0,1K,30.96,https://suumo.jp/chintai/jnc_000068796029/?bc=100253183814
17,6,ＪＲ八高線 箱根ヶ崎駅 3階建 築13年,東京都西多摩郡瑞穂町長岡１,ＪＲ八高線,箱根ヶ崎駅,24,羽12-1,長岡一,5.0,羽17,JA長岡支店入口,4.0,74000.0,70000.0,4000.0,0.0,70000.0,1LDK,40.0,https://suumo.jp/chintai/jnc_000069306619/?bc=100226661300
18,7,フェニックス武蔵関クアトロ,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,西武新宿線,上石神井駅,18.0,ＪＲ中央線,吉祥寺駅,16.0,75500.0,69500.0,6000.0,69500.0,69500.0,1K,20.48,https://suumo.jp/chintai/jnc_000069551801/?bc=100257878432
19,7,フェニックス武蔵関クアトロ,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,西武新宿線,上石神井駅,18.0,ＪＲ中央線,吉祥寺駅,16.0,75500.0,67500.0,8000.0,0.0,67500.0,1K,20.48,https://suumo.jp/chintai/jnc_000039991662/?bc=100250222929
20,7,フェニックス武蔵関クアトロ,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,西武新宿線,上石神井駅,18.0,ＪＲ中央線,吉祥寺駅,16.0,76000.0,70000.0,6000.0,70000.0,70000.0,1K,20.48,https://suumo.jp/chintai/jnc_000038510973/?bc=100254899834
21,7,フェニックス武蔵関クアトロ,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,西武新宿線,上石神井駅,18.0,ＪＲ中央線,吉祥寺駅,16.0,77000.0,71000.0,6000.0,71000.0,71000.0,1K,20.48,https://suumo.jp/chintai/jnc_000050351104/?bc=100245163064
22,7,フェニックス武蔵関クアトロ,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,西武新宿線,上石神井駅,18.0,ＪＲ中央線,吉祥寺駅,16.0,77000.0,70000.0,7000.0,0.0,70000.0,1K,20.48,https://suumo.jp/chintai/jnc_000065854146/?bc=100236742758
23,7,フェニックス武蔵関クアトロ,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,西武新宿線,上石神井駅,18.0,ＪＲ中央線,吉祥寺駅,16.0,77000.0,69000.0,8000.0,34500.0,0.0,1K,20.48,https://suumo.jp/chintai/jnc_000069215081/?bc=100255467740
24,8,フェリシティ藍,東京都立川市富士見町１,ＪＲ青梅線,西立川駅,7,ＪＲ中央線,立川駅,5.0,多摩都市モノレール,立川北駅,19.0,70000.0,64000.0,6000.0,32000.0,64000.0,1K,27.31,https://suumo.jp/chintai/jnc_000013579198/?bc=100258670062
25,8,フェリシティ藍,東京都立川市富士見町１,ＪＲ青梅線,西立川駅,7,ＪＲ中央線,立川駅,5.0,多摩都市モノレール,立川北駅,19.0,70000.0,64000.0,6000.0,32000.0,64000.0,1K,27.31,https://suumo.jp/chintai/jnc_000030555160/?bc=100258749230
26,9,ＪＲ中央線 吉祥寺駅 3階建 築15年,東京都練馬区関町南３,ＪＲ中央線,吉祥寺駅,15,西武新宿線,武蔵関駅,10.0,西武新宿線,上石神井駅,15.0,80000.0,78000.0,2000.0,78000.0,78000.0,1DK,32.91,https://suumo.jp/chintai/jnc_000038764289/?bc=100259141082
27,10,レオパレスレモンパイＭ,東京都福生市南田園１,ＪＲ青梅線,拝島駅,19,ＪＲ五日市線,熊川駅,10.0,ＪＲ青梅線,牛浜駅,19.0,46500.0,42000.0,4500.0,0.0,0.0,1K,19.87,https://suumo.jp/chintai/jnc_000043877361/?bc=100236341567
28,11,東武亀戸線 小村井駅 6階建 築14年,東京都墨田区文花２,東武亀戸線,小村井駅,5,京成押上線,京成曳舟駅,13.0,東武伊勢崎線,曳舟駅,15.0,74000.0,65000.0,9000.0,0.0,0.0,1K,19.95,https://suumo.jp/chintai/jnc_000069425407/?bc=100256939242
29,11,東武亀戸線 小村井駅 6階建 築14年,東京都墨田区文花２,東武亀戸線,小村井駅,5,京成押上線,京成曳舟駅,13.0,東武伊勢崎線,曳舟駅,15.0,76000.0,64000.0,12000.0,0.0,0.0,1K,19.95,https://suumo.jp/chintai/jnc_000021477022/?bc=100257325332
30,11,東武亀戸線 小村井駅 6階建 築14年,東京都墨田区文花２,東武亀戸線,小村井駅,5,京成押上線,京成曳舟駅,13.0,東武伊勢崎線,曳舟駅,15.0,77000.0,67000.0,10000.0,0.0,0.0,1K,19.95,https://suumo.jp/chintai/jnc_000030078400/?bc=100258321321
31,12,ＬＹＮＸ志茂,東京都北区志茂４,ＪＲ京浜東北線,赤羽駅,18,東京メトロ南北線,志茂駅,7.0,東京メトロ南北線,赤羽岩淵駅,17.0,77000.0,72000.0,5000.0,0.0,0.0,1K,25.08,https://suumo.jp/chintai/jnc_000068904065/?bc=100252101556
32,12,ＬＹＮＸ志茂,東京都北区志茂４,ＪＲ京浜東北線,赤羽駅,18,東京メトロ南北線,志茂駅,7.0,東京メトロ南北線,赤羽岩淵駅,17.0,78000.0,73000.0,5000.0,0.0,0.0,1K,25.08,https://suumo.jp/chintai/jnc_000069240015/?bc=100258533174
33,13,パレスホリケ・VIII,東京都足立区西保木間３,東武伊勢崎線,竹ノ塚駅,19,東武伊勢崎線,谷塚駅,18.0,東武バス,竹の塚中学校東,1.0,70000.0,68000.0,2000.0,0.0,0.0,1K,27.4,https://suumo.jp/chintai/jnc_000013535445/?bc=100256413873
34,13,パレスホリケ・VIII,東京都足立区西保木間３,東武伊勢崎線,竹ノ塚駅,19,東武伊勢崎線,谷塚駅,18.0,東武バス,竹の塚中学校東,1.0,76000.0,74000.0,2000.0,0.0,0.0,1K,30.94,https://suumo.jp/chintai/jnc_000013535443/?bc=100213890611
35,13,パレスホリケ・VIII,東京都足立区西保木間３,東武伊勢崎線,竹ノ塚駅,19,東武伊勢崎線,谷塚駅,18.0,東武バス,竹の塚中学校東,1.0,77000.0,75000.0,2000.0,0.0,0.0,1DK,34.9,https://suumo.jp/chintai/jnc_000013535444/?bc=100008600695
36,14,ＪＲ総武線 高円寺駅 3階建 築15年,東京都中野区野方２,ＪＲ総武線,高円寺駅,19,西武新宿線,野方駅,10.0,,,,56000.0,56000.0,0.0,56000.0,56000.0,1K,17.01,https://suumo.jp/chintai/jnc_000069588188/?bc=100254545424
37,15,パークハイム,東京都武蔵村山市大南３,多摩都市モノレール,桜街道駅,20,立川バス,西東京街道口,8.0,,,,79500.0,76000.0,3500.0,0.0,76000.0,1LDK,45.0,https://suumo.jp/chintai/jnc_000069174373/?bc=100256760674
38,16,多摩都市モノレール 桜街道駅 2階建 築14年,東京都武蔵村山市大南３,多摩都市モノレール,桜街道駅,20,立川バス,西東京街道口,8.0,,,,79500.0,76000.0,3500.0,0.0,76000.0,1LDK,45.0,https://suumo.jp/chintai/jnc_000069174374/?bc=100256159649
39,17,マレア大森,東京都大田区大森東５,京急本線,大森町駅,17,東京モノレール,昭和島駅,10.0,京急本線,梅屋敷駅,19.0,73500.0,69000.0,4500.0,34500.0,69000.0,1K,24.3,https://suumo.jp/chintai/jnc_000068637056/?bc=100252368941
40,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,73500.0,67500.0,6000.0,0.0,67500.0,1K,20.48,https://suumo.jp/chintai/jnc_000069836348/?bc=100258832672
41,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,75500.0,67500.0,8000.0,0.0,67500.0,1K,20.48,https://suumo.jp/chintai/jnc_000039966696/?bc=100255438867
42,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,75500.0,69500.0,6000.0,69500.0,69500.0,1K,20.48,https://suumo.jp/chintai/jnc_000068823732/?bc=100257980075
43,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,75500.0,69500.0,6000.0,69500.0,69500.0,1K,20.48,https://suumo.jp/chintai/jnc_000069869581/?bc=100257892790
44,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,76000.0,70000.0,6000.0,70000.0,70000.0,1K,20.48,https://suumo.jp/chintai/jnc_000038715591/?bc=100255747846
45,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,77000.0,70000.0,7000.0,0.0,70000.0,1K,20.48,https://suumo.jp/chintai/jnc_000065843096/?bc=100236667549
46,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,77000.0,71000.0,6000.0,71000.0,71000.0,1K,20.48,https://suumo.jp/chintai/jnc_000050351105/?bc=100257979997
47,18,西武新宿線 武蔵関駅 8階建 築11年,東京都練馬区関町北１,西武新宿線,武蔵関駅,3,ＪＲ中央線,吉祥寺駅,11.0,西武新宿線,上石神井駅,19.0,77000.0,71000.0,6000.0,71000.0,71000.0,1K,20.48,https://suumo.jp/chintai/jnc_000067969031/?bc=100248619910
48,19,セレナ　アケボノ,東京都足立区千住曙町,東京メトロ千代田線,北千住駅,12,京成本線,京成関屋駅,2.0,東武伊勢崎線,牛田駅,2.0,69000.0,67000.0,2000.0,67000.0,0.0,1K,25.46,https://suumo.jp/chintai/jnc_000069288051/?bc=100249604256
49,20,ローゼンハイム,東京都杉並区宮前４,京王井の頭線,久我山駅,8,ＪＲ中央線,西荻窪駅,18.0,ＪＲ中央線,荻窪駅,10.0,76000.0,74000.0,2000.0,74000.0,74000.0,1K,22.87,https://suumo.jp/chintai/jnc_000069668324/?bc=100253103777
50,21,ＪＲ高崎線 尾久駅 3階建 築15年,東京都荒川区西尾久５,ＪＲ高崎線,尾久駅,6,ＪＲ宇都宮線,尾久駅,6.0,ＪＲ山手線,田端駅,14.0,77000.0,77000.0,0.0,77000.0,77000.0,1LDK,31.59,https://suumo.jp/chintai/jnc_000069668425/?bc=100257954007
51,22,西武新宿線 野方駅 2階建 築11年,東京都中野区野方３,西武新宿線,野方駅,9,ＪＲ中央線,中野駅,22.0,東京メトロ東西線,中野駅,22.0,75000.0,75000.0,0.0,75000.0,75000.0,1K,29.89,https://suumo.jp/chintai/jnc_000068883210/?bc=100258547557
52,22,西武新宿線 野方駅 2階建 築11年,東京都中野区野方３,西武新宿線,野方駅,9,ＪＲ中央線,中野駅,22.0,東京メトロ東西線,中野駅,22.0,78000.0,78000.0,0.0,78000.0,78000.0,1K,29.89,https://suumo.jp/chintai/jnc_000068669386/?bc=100252572388
53,23,クローバー,東京都世田谷区若林２,東急田園都市線,三軒茶屋駅,16,東急世田谷線,若林駅,9.0,小田急線,世田谷代田駅,16.0,78000.0,75000.0,3000.0,75000.0,0.0,1K,22.96,https://suumo.jp/chintai/jnc_000069752693/?bc=100252921752
54,24,ＪＲ常磐線 北千住駅 2階建 築14年,東京都足立区柳原１,ＪＲ常磐線,北千住駅,12,東武伊勢崎線,牛田駅,5.0,京成本線,京成関屋駅,5.0,76000.0,74000.0,2000.0,74000.0,74000.0,1K,26.27,https://suumo.jp/chintai/jnc_000060249753/?bc=100258488112
55,25,東急田園都市線 三軒茶屋駅 2階建 築13年,東京都世田谷区若林２,東急田園都市線,三軒茶屋駅,16,東急世田谷線,若林駅,9.0,東急世田谷線,西太子堂駅,10.0,78000.0,75000.0,3000.0,75000.0,0.0,1K,22.96,https://suumo.jp/chintai/jnc_000069752694/?bc=100258378118
56,26,ヴィラ・フローラル,東京都荒川区東尾久２,ＪＲ山手線,西日暮里駅,15,東京メトロ千代田線,町屋駅,13.0,日暮里・舎人ライナー,赤土小学校前駅,3.0,75000.0,75000.0,0.0,75000.0,75000.0,ワンルーム,26.82,https://suumo.jp/chintai/jnc_000069752996/?bc=100258369975
57,27,ＪＲ京浜東北線 蒲田駅 4階建 築13年,東京都大田区仲六郷１,ＪＲ京浜東北線,蒲田駅,19,京急本線,雑色駅,6.0,京急本線,京急蒲田駅,15.0,68000.0,65000.0,3000.0,65000.0,65000.0,1K,21.6,https://suumo.jp/chintai/jnc_000038600792/?bc=100247597468
58,28,ライフシティ八幡,東京都大田区大森北３,ＪＲ京浜東北線,大森駅,14,京急本線,平和島駅,7.0,京急本線,大森海岸駅,7.0,79500.0,71000.0,8500.0,0.0,71000.0,1K,22.8,https://suumo.jp/chintai/jnc_000068982199/?bc=100258368751
59,29,エルヴィエントアース墨田吾妻,東京都墨田区文花２,東武亀戸線,小村井駅,5,東京メトロ半蔵門線,押上駅,17.0,東武伊勢崎線,曳舟駅,15.0,74000.0,65000.0,9000.0,0.0,0.0,1K,19.95,https://suumo.jp/chintai/jnc_000069412005/?bc=100256719239
60,29,エルヴィエントアース墨田吾妻,東京都墨田区文花２,東武亀戸線,小村井駅,5,東京メトロ半蔵門線,押上駅,17.0,東武伊勢崎線,曳舟駅,15.0,76000.0,64000.0,12000.0,0.0,0.0,1K,19.95,https://suumo.jp/chintai/jnc_000069519989/?bc=100257316537
61,29,エルヴィエントアース墨田吾妻,東京都墨田区文花２,東武亀戸線,小村井駅,5,東京メトロ半蔵門線,押上駅,17.0,東武伊勢崎線,曳舟駅,15.0,77000.0,67000.0,10000.0,0.0,0.0,1K,19.95,https://suumo.jp/chintai/jnc_000030030254/?bc=100258280533
62,30,ジェン・ルー,東京都小平市仲町,西武多摩湖線,青梅街道駅,6,西武新宿線,小平駅,13.0,西武多摩湖線,一橋学園駅,14.0,68500.0,65000.0,3500.0,0.0,65000.0,1K,29.39,https://suumo.jp/chintai/jnc_000033557746/?bc=100258557920
63,31,西武多摩湖線 青梅街道駅 4階建 築13年,東京都小平市仲町,西武多摩湖線,青梅街道駅,8,西武多摩湖線,一橋学園駅,15.0,西武新宿線,小平駅,15.0,68500.0,65000.0,3500.0,0.0,65000.0,1K,29.39,https://suumo.jp/chintai/jnc_000033577437/?bc=100189514215
64,32,京急本線 大森町駅 3階建 築15年,東京都大田区大森東５,京急本線,大森町駅,17,東京モノレール,昭和島駅,10.0,京急本線,平和島駅,20.0,73500.0,69000.0,4500.0,34500.0,69000.0,1K,24.3,https://suumo.jp/chintai/jnc_000068657565/?bc=100255809335
65,33,フェニックス武蔵関参番館,東京都練馬区関町北５,ＪＲ中央線,吉祥寺駅,15,西武新宿線,武蔵関駅,8.0,,,,75000.0,69000.0,6000.0,69000.0,69000.0,1K,23.26,https://suumo.jp/chintai/jnc_000067870452/?bc=100248266546
66,33,フェニックス武蔵関参番館,東京都練馬区関町北５,ＪＲ中央線,吉祥寺駅,15,西武新宿線,武蔵関駅,8.0,,,,77000.0,70000.0,7000.0,70000.0,70000.0,1K,24.84,https://suumo.jp/chintai/jnc_000069546169/?bc=100257332227
67,33,フェニックス武蔵関参番館,東京都練馬区関町北５,ＪＲ中央線,吉祥寺駅,15,西武新宿線,武蔵関駅,8.0,,,,78000.0,68000.0,10000.0,0.0,68000.0,1K,23.97,https://suumo.jp/chintai/jnc_000048762640/?bc=100257564551
68,34,ヴィーアセッテ,東京都中野区大和町２,西武新宿線,野方駅,5,西武新宿線,沼袋駅,16.0,ＪＲ中央線,高円寺駅,18.0,76000.0,71000.0,5000.0,71000.0,35500.0,1K,22.69,https://suumo.jp/chintai/jnc_000047293412/?bc=100254724602
69,34,ヴィーアセッテ,東京都中野区大和町２,西武新宿線,野方駅,5,西武新宿線,沼袋駅,16.0,ＪＲ中央線,高円寺駅,18.0,77000.0,72000.0,5000.0,72000.0,36000.0,1K,22.69,https://suumo.jp/chintai/jnc_000069759096/?bc=100258480565
70,35,京成本線 京成関屋駅 2階建 築15年,東京都足立区千住曙町,京成本線,京成関屋駅,2,ＪＲ常磐線,北千住駅,15.0,京成本線,千住大橋駅,20.0,69000.0,67000.0,2000.0,67000.0,0.0,1K,25.46,https://suumo.jp/chintai/jnc_000069357479/?bc=100256576632
71,35,京成本線 京成関屋駅 2階建 築15年,東京都足立区千住曙町,京成本線,京成関屋駅,2,ＪＲ常磐線,北千住駅,15.0,京成本線,千住大橋駅,20.0,71000.0,69000.0,2000.0,69000.0,69000.0,1K,25.46,https://suumo.jp/chintai/jnc_000038914050/?bc=100250851378
72,36,都営新宿線 西大島駅 6階建 築14年,東京都江東区大島４,都営新宿線,西大島駅,3,ＪＲ総武線,亀戸駅,14.0,都営新宿線,大島駅,9.0,80000.0,74000.0,6000.0,74000.0,0.0,ワンルーム,21.92,https://suumo.jp/chintai/jnc_000047412829/?bc=100242917037
73,37,第28シンエイビル,東京都大田区大森中２,京急本線,京急蒲田駅,13,京急本線,梅屋敷駅,3.0,京急本線,大森町駅,10.0,69000.0,64000.0,5000.0,64000.0,64000.0,1K,20.97,https://suumo.jp/chintai/jnc_000051987024/?bc=100253198300
74,37,第28シンエイビル,東京都大田区大森中２,京急本線,京急蒲田駅,13,京急本線,梅屋敷駅,3.0,京急本線,大森町駅,10.0,74000.0,69000.0,5000.0,69000.0,69000.0,1K,20.8,https://suumo.jp/chintai/jnc_000056421648/?bc=100248960659
75,37,第28シンエイビル,東京都大田区大森中２,京急本線,京急蒲田駅,13,京急本線,梅屋敷駅,3.0,京急本線,大森町駅,10.0,75000.0,70000.0,5000.0,70000.0,70000.0,1K,20.8,https://suumo.jp/chintai/jnc_000050502122/?bc=100258447122
76,38,ＪＲ山手線 田端駅 3階建 築12年,東京都荒川区東尾久４,ＪＲ山手線,田端駅,15,日暮里・舎人ライナー,赤土小学校前駅,4.0,都電荒川線,熊野前駅,10.0,73000.0,71000.0,2000.0,71000.0,71000.0,1K,22.36,https://suumo.jp/chintai/jnc_000069881036/?bc=100258542798
77,39,ＪＲ京浜東北線 大森駅 3階建 築15年,東京都大田区大森北３,ＪＲ京浜東北線,大森駅,13,京急本線,大森海岸駅,5.0,京急本線,平和島駅,8.0,79000.0,79000.0,0.0,79000.0,79000.0,1K,23.35,https://suumo.jp/chintai/jnc_000069798874/?bc=100258622323
78,40,ホワイトキャッスル,東京都荒川区西尾久５,ＪＲ山手線,田端駅,14,ＪＲ宇都宮線,尾久駅,6.0,日暮里・舎人ライナー,熊野前駅,14.0,77000.0,77000.0,0.0,77000.0,77000.0,1DK,31.59,https://suumo.jp/chintai/jnc_000046839517/?bc=100257917831
79,41,ファインアート桜台,東京都練馬区桜台２,西武有楽町線,新桜台駅,5,西武池袋線,江古田駅,12.0,東京メトロ有楽町線,氷川台駅,11.0,77000.0,75000.0,2000.0,75000.0,75000.0,1K,19.87,https://suumo.jp/chintai/jnc_000068503074/?bc=100251489924
80,42,ＪＲ山手線 田端駅 4階建 築15年,東京都荒川区東尾久４,ＪＲ山手線,田端駅,12,日暮里・舎人ライナー,赤土小学校前駅,2.0,京成本線,新三河島駅,14.0,78000.0,76000.0,2000.0,0.0,0.0,1K,23.89,https://suumo.jp/chintai/jnc_000059780562/?bc=100258748307
81,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,74000.0,66000.0,8000.0,0.0,66000.0,1K,21.85,https://suumo.jp/chintai/jnc_000069680427/?bc=100258009135
82,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,75000.0,68000.0,7000.0,0.0,68000.0,1K,22.78,https://suumo.jp/chintai/jnc_000069444541/?bc=100256838241
83,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,76000.0,68000.0,8000.0,0.0,68000.0,1K,22.78,https://suumo.jp/chintai/jnc_000037494240/?bc=100257321962
84,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,77000.0,69000.0,8000.0,69000.0,69000.0,1K,22.05,https://suumo.jp/chintai/jnc_000037890220/?bc=100258027237
85,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,78000.0,65000.0,13000.0,0.0,65000.0,1K,21.73,https://suumo.jp/chintai/jnc_000069425851/?bc=100255744241
86,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,79000.0,71000.0,8000.0,71000.0,71000.0,1K,21.73,https://suumo.jp/chintai/jnc_000055599915/?bc=100255213086
87,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,80000.0,72000.0,8000.0,72000.0,72000.0,1K,22.41,https://suumo.jp/chintai/jnc_000053757137/?bc=100258128641
88,43,東京メトロ日比谷線 南千住駅 14階建 築14年,東京都荒川区南千住７,東京メトロ日比谷線,南千住駅,10,東京メトロ日比谷線,北千住駅,19.0,京成本線,千住大橋駅,7.0,80000.0,72000.0,8000.0,72000.0,72000.0,1K,21.82,https://suumo.jp/chintai/jnc_000060550988/?bc=100259125470
89,44,都営浅草線 押上駅 6階建 築15年,東京都墨田区文花１,都営浅草線,押上駅,11,東京メトロ半蔵門線,押上駅,11.0,東武亀戸線,小村井駅,10.0,79000.0,69000.0,10000.0,0.0,0.0,1K,22.41,https://suumo.jp/chintai/jnc_000069765079/?bc=100258461802
90,44,都営浅草線 押上駅 6階建 築15年,東京都墨田区文花１,都営浅草線,押上駅,11,東京メトロ半蔵門線,押上駅,11.0,東武亀戸線,小村井駅,10.0,79500.0,69500.0,10000.0,0.0,0.0,1K,22.36,https://suumo.jp/chintai/jnc_000069835830/?bc=100258989958
91,44,都営浅草線 押上駅 6階建 築15年,東京都墨田区文花１,都営浅草線,押上駅,11,東京メトロ半蔵門線,押上駅,11.0,東武亀戸線,小村井駅,10.0,80000.0,70000.0,10000.0,70000.0,70000.0,1K,22.36,https://suumo.jp/chintai/jnc_000069102202/?bc=100255070378
92,45,Bonheur,東京都荒川区東尾久２,日暮里・舎人ライナー,赤土小学校前駅,5,ＪＲ山手線,田端駅,16.0,東京メトロ千代田線,西日暮里駅,18.0,78500.0,71000.0,7500.0,0.0,71000.0,1K,26.5,https://suumo.jp/chintai/jnc_000069765621/?bc=100254852391
